Date,Crop_Type,Region,Production_Volume_Tonnes,Price_Per_Tonne_USD,Temperature_Celsius,Rainfall_mm
2016-03-25 07:04:53.098619712,Tea,Kisii,514,90.45,26.9,75.6
2016-03-26 07:37:26.129225824,Wheat,Mombasa,248,131.87,25.4,137.9
2016-03-27 08:09:59.159831968,Beans,Eldoret,446,126.01,24.4,143.5
2016-03-28 08:42:32.190438080,Wheat,Eldoret,872,107.78,27.1,84.1
2016-03-29 09:15:05.221044192,Rice,Kisii,562,77.35,19.4,184.6
2016-03-30 09:47:38.251650304,Maize,Mombasa,986,95.51,15.1,76.6
2016-03-31 10:20:11.282256448,Beans,Meru,599,79.46,26.2,97.0
2016-04-01 10:52:44.312862560,Beans,Nairobi,891,94.92,20.8,125.0
2016-04-02 11:25:17.343468672,Beans,Mombasa,486,145.25,16.6,13.7
2016-04-03 11:57:50.374074816,Maize,Nakuru,762,120.53,20.5,92.3
2016-04-04 12:30:23.404680928,Sorghum,Kisii,175,51.5,22.9,110.9
2016-04-05 13:02:56.435287040,Wheat,Kisii,174,125.13,19.9,138.0
2016-04-06 13:35:29.465893152,Sugarcane,Nairobi,795,96.68,28.4,148.6
2016-04-07 14:08:02.496499296,Coffee,Nakuru,768,50.66,18.2,144.3
2016-04-08 14:40:35.527105408,Sugarcane,Nakuru,454,127.34,33.0,156.0
2016-04-09 15:13:08.557711520,Wheat,Eldoret,889,85.64,30.8,34.2
2016-04-10 15:45:41.588317664,Sorghum,Mombasa,549,138.54,18.7,87.4
2016-04-11 16:18:14.618923776,Tea,Eldoret,556,94.15,21.1,74.9
2016-04-12 16:50:47.649529888,Rice,Muranga,268,77.95,26.9,123.3
2016-04-13 17:23:20.680136000,Wheat,Mombasa,657,60.82,17.2,170.0
2016-04-14 17:55:53.710742144,Sorghum,Nairobi,922,147.83,23.1,173.3
2016-04-15 18:28:26.741348256,Tea,Mombasa,525,84.55,19.7,15.2
2016-04-16 19:00:59.771954368,Sorghum,Embu,836,143.36,15.1,112.2
2016-04-17 19:33:32.802560512,Wheat,Eldoret,840,94.91,20.5,30.7
2016-04-18 20:06:05.833166624,Beans,Muranga,902,102.25,28.1,159.5
2016-04-19 20:38:38.863772736,Sorghum,Muranga,545,56.22,23.7,174.4
2016-04-20 21:11:11.894378848,Coffee,Meru,612,75.76,17.6,77.1
2016-04-21 21:43:44.924984992,Maize,Nairobi,169,137.23,18.2,5.4
2016-04-22 22:16:17.955591104,Sorghum,Meru,166,85.71,34.6,98.9
2016-04-23 22:48:50.986197216,Sugarcane,Meru,116,100.42,32.4,121.6
2016-04-24 23:21:24.016803360,Rice,Nairobi,352,148.49,16.4,88.9
2016-04-25 23:53:57.047409472,Sugarcane,Nairobi,366,97.87,25.3,192.4
2016-04-27 00:26:30.078015584,Coffee,Mombasa,487,135.7,20.1,111.2
2016-04-28 00:59:03.108621696,Maize,Eldoret,747,132.52,26.0,150.7
2016-04-29 01:31:36.139227840,Sugarcane,Nairobi,940,127.45,31.3,170.5
2016-04-30 02:04:09.169833952,Rice,Eldoret,758,86.7,29.9,122.4
2016-05-01 02:36:42.200440064,Tea,Embu,264,149.89,19.7,118.7
2016-05-02 03:09:15.231046208,Maize,Eldoret,442,85.92,31.2,51.8
2016-05-03 03:41:48.261652320,Rice,Muranga,720,134.79,32.6,135.8
2016-05-04 04:14:21.292258432,Maize,Nairobi,255,62.82,27.8,81.6
2016-05-05 04:46:54.322864576,Rice,Nairobi,730,75.62,31.7,44.5
2016-05-06 05:19:27.353470688,Sorghum,Kisii,333,149.48,23.9,35.5
2016-05-07 05:52:00.384076800,Coffee,Nairobi,862,74.84,29.8,6.0
2016-05-08 06:24:33.414682912,Sorghum,Muranga,455,121.98,15.8,38.5
2016-05-09 06:57:06.445289056,Beans,Eldoret,787,96.89,21.6,158.6
2016-05-10 07:29:39.475895168,Tea,Eldoret,891,107.85,31.2,92.6
2016-05-11 08:02:12.506501280,Tea,Eldoret,986,103.24,17.3,62.9
2016-05-12 08:34:45.537107424,Wheat,Muranga,843,82.23,32.4,62.5
2016-05-13 09:07:18.567713536,Sorghum,Embu,980,101.07,21.5,0.1
2016-05-14 09:39:51.598319648,Beans,Embu,721,141.9,21.9,90.9
2016-05-15 10:12:24.628925760,Coffee,Muranga,313,139.87,23.5,4.2
2016-05-16 10:44:57.659531904,Sorghum,Nakuru,125,121.77,20.4,74.3
2016-05-17 11:17:30.690138016,Sugarcane,Eldoret,387,108.39,32.2,103.0
2016-05-18 11:50:03.720744128,Sorghum,Meru,542,51.17,26.6,130.3
2016-05-19 12:22:36.751350272,Rice,Meru,839,82.91,28.1,81.9
2016-05-20 12:55:09.781956384,Beans,Kisii,290,106.37,28.7,39.3
2016-05-21 13:27:42.812562496,Wheat,Kisii,991,79.23,28.8,144.3
2016-05-22 14:00:15.843168608,Tea,Mombasa,785,108.59,27.6,154.6
2016-05-23 14:32:48.873774752,Rice,Nakuru,403,116.31,16.9,89.2
2016-05-24 15:05:21.904380864,Sorghum,Meru,698,122.37,32.8,33.5
2016-05-25 15:37:54.934986976,Coffee,Mombasa,845,119.5,28.9,197.0
2016-05-26 16:10:27.965593120,Coffee,Nairobi,437,83.1,25.3,9.9
2016-05-27 16:43:00.996199232,Sugarcane,Meru,603,98.22,30.6,10.3
2016-05-28 17:15:34.026805344,Rice,Muranga,389,85.2,15.9,43.2
2016-05-29 17:48:07.057411456,Maize,Kisii,463,68.11,26.7,64.2
2016-05-30 18:20:40.088017600,Wheat,Meru,796,132.26,19.3,68.9
2016-05-31 18:53:13.118623712,Wheat,Mombasa,408,148.95,29.9,96.8
2016-06-01 19:25:46.149229824,Wheat,Kisii,871,72.0,28.6,74.2
2016-06-02 19:58:19.179835968,Wheat,Nakuru,978,65.08,18.8,153.8
2016-06-03 20:30:52.210442080,Coffee,Mombasa,320,100.58,16.3,21.4
2016-06-04 21:03:25.241048192,Wheat,Mombasa,144,53.89,25.1,168.3
2016-06-05 21:35:58.271654304,Sugarcane,Kisii,929,119.88,17.5,155.2
2016-06-06 22:08:31.302260448,Beans,Mombasa,704,75.19,34.2,164.5
2016-06-07 22:41:04.332866560,Maize,Muranga,909,61.86,19.6,5.9
2016-06-08 23:13:37.363472672,Tea,Eldoret,122,115.38,27.4,83.5
2016-06-09 23:46:10.394078816,Sugarcane,Embu,966,52.41,15.9,161.0
2016-06-11 00:18:43.424684928,Sugarcane,Nakuru,877,99.84,15.3,164.5
2016-06-12 00:51:16.455291040,Sorghum,Eldoret,160,99.56,22.6,11.0
2016-06-13 01:23:49.485897152,Beans,Muranga,613,73.46,25.1,13.0
2016-06-14 01:56:22.516503296,Coffee,Nakuru,189,105.06,33.1,115.0
2016-06-15 02:28:55.547109408,Sugarcane,Nakuru,570,95.97,26.7,5.2
2016-06-16 03:01:28.577715520,Maize,Kisii,846,136.12,18.7,133.9
2016-06-17 03:34:01.608321664,Beans,Eldoret,887,60.54,21.4,135.7
2016-06-18 04:06:34.638927776,Wheat,Nakuru,407,91.47,20.3,161.2
2016-06-19 04:39:07.669533888,Tea,Nakuru,902,90.7,22.8,43.5
2016-06-20 05:11:40.700140000,Beans,Mombasa,650,142.55,23.5,176.3
2016-06-21 05:44:13.730746144,Coffee,Eldoret,238,100.53,29.4,168.3
2016-06-22 06:16:46.761352256,Maize,Mombasa,121,82.65,26.9,67.2
2016-06-23 06:49:19.791958368,Tea,Eldoret,682,96.58,28.8,43.0
2016-06-24 07:21:52.822564512,Sorghum,Nakuru,978,148.91,26.0,150.2
2016-06-25 07:54:25.853170624,Sorghum,Nakuru,307,137.33,21.2,60.0
2016-06-26 08:26:58.883776736,Rice,Eldoret,418,78.83,26.5,32.9
2016-06-27 08:59:31.914382848,Sugarcane,Meru,283,85.93,19.8,113.0
2016-06-28 09:32:04.944988992,Sorghum,Meru,125,90.48,26.6,145.7
2016-06-29 10:04:37.975595104,Maize,Eldoret,884,58.13,23.9,154.5
2016-06-30 10:37:11.006201216,Maize,Meru,916,101.95,34.2,79.8
2016-07-01 11:09:44.036807360,Rice,Eldoret,404,67.96,32.1,95.7
2016-07-02 11:42:17.067413472,Sorghum,Embu,258,52.15,25.8,1.9
2016-07-03 12:14:50.098019584,Wheat,Eldoret,100,81.97,29.8,51.6
2016-07-04 12:47:23.128625728,Wheat,Eldoret,262,116.94,29.2,10.2
2016-07-05 13:19:56.159231840,Sorghum,Kisii,696,126.68,34.0,90.3
2016-07-06 13:52:29.189837952,Sugarcane,Meru,768,94.36,15.3,25.4
2016-07-07 14:25:02.220444064,Wheat,Eldoret,690,89.97,31.3,5.2
2016-07-08 14:57:35.251050208,Rice,Nakuru,377,93.24,30.9,29.7
2016-07-09 15:30:08.281656320,Maize,Eldoret,293,116.9,24.7,177.4
2016-07-10 16:02:41.312262432,Coffee,Nairobi,310,122.61,22.1,70.5
2016-07-11 16:35:14.342868576,Rice,Embu,590,146.88,29.3,127.8
2016-07-12 17:07:47.373474688,Rice,Embu,120,123.98,17.0,6.4
2016-07-13 17:40:20.404080800,Tea,Muranga,942,66.0,33.4,72.8
2016-07-14 18:12:53.434686912,Rice,Kisii,604,132.59,34.3,57.8
2016-07-15 18:45:26.465293056,Sugarcane,Nakuru,718,119.96,19.7,35.5
2016-07-16 19:17:59.495899168,Wheat,Meru,327,113.36,23.6,82.7
2016-07-17 19:50:32.526505280,Maize,Eldoret,916,58.72,26.8,31.6
2016-07-18 20:23:05.557111424,Coffee,Muranga,273,107.4,28.5,50.6
2016-07-19 20:55:38.587717536,Sugarcane,Kisii,258,125.12,17.5,62.6
2016-07-20 21:28:11.618323648,Coffee,Kisii,253,90.99,30.0,34.9
2016-07-21 22:00:44.648929760,Coffee,Kisii,912,127.19,21.4,85.1
2016-07-22 22:33:17.679535904,Rice,Kisii,551,108.54,34.6,50.8
2016-07-23 23:05:50.710142016,Wheat,Meru,767,68.79,20.6,169.0
2016-07-24 23:38:23.740748128,Beans,Kisii,606,125.0,26.4,7.7
2016-07-26 00:10:56.771354272,Coffee,Mombasa,371,107.66,15.5,30.3
2016-07-27 00:43:29.801960384,Wheat,Nairobi,615,139.92,23.1,188.4
2016-07-28 01:16:02.832566496,Coffee,Kisii,414,66.01,29.6,170.4
2016-07-29 01:48:35.863172608,Rice,Nairobi,778,78.77,27.5,131.6
2016-07-30 02:21:08.893778752,Tea,Eldoret,640,100.08,33.6,122.0
2016-07-31 02:53:41.924384864,Maize,Muranga,241,73.8,29.3,131.8
2016-08-01 03:26:14.954990976,Tea,Eldoret,651,51.92,34.2,68.3
2016-08-02 03:58:47.985597120,Beans,Meru,463,103.9,17.3,185.3
2016-08-03 04:31:21.016203232,Sugarcane,Mombasa,754,94.0,20.7,28.3
2016-08-04 05:03:54.046809344,Sorghum,Embu,589,96.39,26.1,59.6
2016-08-05 05:36:27.077415456,Rice,Eldoret,776,92.58,27.2,153.7
2016-08-06 06:09:00.108021600,Coffee,Muranga,730,116.93,21.9,114.2
2016-08-07 06:41:33.138627712,Tea,Kisii,620,81.25,27.4,126.7
2016-08-08 07:14:06.169233824,Beans,Embu,791,55.35,29.0,123.6
2016-08-09 07:46:39.199839968,Sugarcane,Eldoret,779,79.78,24.5,26.8
2016-08-10 08:19:12.230446080,Coffee,Eldoret,149,104.04,30.3,38.6
2016-08-11 08:51:45.261052192,Sugarcane,Meru,669,129.02,21.1,0.5
2016-08-12 09:24:18.291658304,Maize,Muranga,755,67.25,18.5,179.8
2016-08-13 09:56:51.322264448,Coffee,Eldoret,830,145.82,28.5,183.1
2016-08-14 10:29:24.352870560,Sorghum,Muranga,378,98.04,15.7,174.0
2016-08-15 11:01:57.383476672,Tea,Embu,231,54.26,16.5,126.4
2016-08-16 11:34:30.414082816,Beans,Nairobi,698,74.99,17.5,184.0
2016-08-17 12:07:03.444688928,Wheat,Embu,350,101.17,19.3,99.4
2016-08-18 12:39:36.475295040,Wheat,Nakuru,450,108.13,25.7,29.9
2016-08-19 13:12:09.505901152,Tea,Kisii,628,64.22,23.1,172.2
2016-08-20 13:44:42.536507296,Wheat,Embu,331,56.77,30.5,25.1
2016-08-21 14:17:15.567113408,Maize,Nakuru,545,135.51,30.7,185.6
2016-08-22 14:49:48.597719520,Coffee,Mombasa,845,106.3,25.5,45.7
2016-08-23 15:22:21.628325664,Rice,Muranga,220,128.8,22.2,169.4
2016-08-24 15:54:54.658931776,Beans,Meru,227,102.67,27.2,30.8
2016-08-25 16:27:27.689537888,Sorghum,Meru,442,64.52,25.7,102.7
2016-08-26 17:00:00.720144000,Tea,Nakuru,414,52.2,21.4,75.3
2016-08-27 17:32:33.750750144,Rice,Nakuru,911,132.6,28.9,188.2
2016-08-28 18:05:06.781356256,Beans,Muranga,463,99.99,30.5,150.7
2016-08-29 18:37:39.811962368,Sorghum,Meru,319,121.65,15.2,151.1
2016-08-30 19:10:12.842568512,Maize,Nakuru,517,54.1,21.9,181.2
2016-08-31 19:42:45.873174624,Maize,Eldoret,426,109.4,24.2,57.0
2016-09-01 20:15:18.903780736,Rice,Nakuru,353,91.37,15.2,82.2
2016-09-02 20:47:51.934386880,Rice,Embu,575,113.38,15.3,132.1
2016-09-03 21:20:24.964992992,Sorghum,Eldoret,131,145.66,18.9,180.7
2016-09-04 21:52:57.995599104,Coffee,Eldoret,694,83.33,28.3,24.4
2016-09-05 22:25:31.026205216,Sugarcane,Meru,956,84.95,24.7,137.0
2016-09-06 22:58:04.056811360,Coffee,Kisii,487,119.96,20.6,38.5
2016-09-07 23:30:37.087417472,Maize,Muranga,211,87.05,27.1,169.9
2016-09-09 00:03:10.118023584,Rice,Nakuru,201,79.09,27.7,105.3
2016-09-10 00:35:43.148629728,Sorghum,Muranga,568,96.59,19.5,171.5
2016-09-11 01:08:16.179235840,Tea,Eldoret,792,72.4,25.6,56.5
2016-09-12 01:40:49.209841952,Sorghum,Muranga,355,67.39,23.9,63.7
2016-09-13 02:13:22.240448064,Coffee,Meru,260,86.1,25.7,114.9
2016-09-14 02:45:55.271054208,Maize,Nairobi,767,77.39,19.8,107.5
2016-09-15 03:18:28.301660320,Beans,Embu,284,60.08,20.9,179.7
2016-09-16 03:51:01.332266432,Sugarcane,Mombasa,867,87.22,18.7,117.9
2016-09-17 04:23:34.362872576,Maize,Eldoret,519,138.31,24.9,29.0
2016-09-18 04:56:07.393478688,Tea,Nairobi,751,116.74,17.7,182.0
2016-09-19 05:28:40.424084800,Maize,Nakuru,263,98.2,26.5,153.6
2016-09-20 06:01:13.454690912,Coffee,Muranga,934,72.24,15.5,28.6
2016-09-21 06:33:46.485297056,Maize,Nairobi,832,96.37,26.2,153.4
2016-09-22 07:06:19.515903168,Maize,Muranga,348,62.11,17.1,118.2
2016-09-23 07:38:52.546509280,Sorghum,Kisii,920,103.93,35.0,66.1
2016-09-24 08:11:25.577115424,Rice,Embu,455,142.21,24.0,2.1
2016-09-25 08:43:58.607721536,Sorghum,Meru,923,58.61,25.1,37.6
2016-09-26 09:16:31.638327648,Wheat,Nairobi,755,90.72,33.8,55.8
2016-09-27 09:49:04.668933760,Tea,Mombasa,109,117.37,23.7,115.6
2016-09-28 10:21:37.699539904,Coffee,Kisii,372,127.25,16.8,43.5
2016-09-29 10:54:10.730146016,Wheat,Kisii,496,149.2,18.6,98.4
2016-09-30 11:26:43.760752128,Maize,Embu,332,123.79,34.4,116.0
2016-10-01 11:59:16.791358272,Sugarcane,Nakuru,820,66.7,22.3,6.9
2016-10-02 12:31:49.821964384,Maize,Muranga,640,105.23,19.3,139.6
2016-10-03 13:04:22.852570496,Rice,Mombasa,598,103.03,19.4,9.6
2016-10-04 13:36:55.883176608,Wheat,Kisii,639,121.09,26.0,80.0
2016-10-05 14:09:28.913782752,Maize,Eldoret,585,88.81,31.0,1.3
2016-10-06 14:42:01.944388864,Coffee,Muranga,436,65.8,32.2,53.5
2016-10-07 15:14:34.974994976,Wheat,Kisii,222,51.45,27.1,48.6
2016-10-08 15:47:08.005601120,Beans,Muranga,894,90.66,25.1,0.2
2016-10-09 16:19:41.036207232,Coffee,Meru,159,70.69,34.3,35.3
2016-10-10 16:52:14.066813344,Rice,Kisii,873,98.02,17.7,75.5
2016-10-11 17:24:47.097419456,Tea,Muranga,267,118.71,30.6,24.6
2016-10-12 17:57:20.128025600,Maize,Mombasa,899,120.35,23.3,118.3
2016-10-13 18:29:53.158631712,Maize,Nairobi,983,112.95,24.4,121.9
2016-10-14 19:02:26.189237824,Coffee,Meru,459,59.4,15.9,148.9
2016-10-15 19:34:59.219843968,Sugarcane,Nakuru,624,115.8,20.7,171.2
2016-10-16 20:07:32.250450080,Maize,Embu,838,55.18,25.9,27.5
2016-10-17 20:40:05.281056192,Rice,Nairobi,987,59.81,30.9,18.3
2016-10-18 21:12:38.311662304,Coffee,Muranga,897,85.59,29.5,148.5
2016-10-19 21:45:11.342268448,Sorghum,Nakuru,761,66.17,20.2,105.5
2016-10-20 22:17:44.372874560,Maize,Kisii,941,91.56,15.5,174.2
2016-10-21 22:50:17.403480672,Sugarcane,Meru,777,149.92,25.0,85.4
2016-10-22 23:22:50.434086816,Sugarcane,Nakuru,534,92.09,19.1,29.9
2016-10-23 23:55:23.464692928,Tea,Nairobi,827,60.38,29.3,158.6
2016-10-25 00:27:56.495299040,Wheat,Mombasa,566,99.71,22.7,51.6
2016-10-26 01:00:29.525905152,Tea,Embu,414,83.93,27.5,71.0
2016-10-27 01:33:02.556511296,Sugarcane,Mombasa,744,107.59,29.3,30.0
2016-10-28 02:05:35.587117408,Beans,Muranga,258,123.47,31.5,8.7
2016-10-29 02:38:08.617723520,Tea,Kisii,129,112.44,34.6,155.1
2016-10-30 03:10:41.648329664,Sugarcane,Meru,380,96.18,23.9,101.5
2016-10-31 03:43:14.678935776,Coffee,Mombasa,579,101.65,26.6,155.7
2016-11-01 04:15:47.709541888,Beans,Meru,277,107.83,21.5,75.1
2016-11-02 04:48:20.740148032,Sorghum,Meru,564,61.92,16.0,193.9
2016-11-03 05:20:53.770754144,Sugarcane,Meru,728,100.04,34.6,71.8
2016-11-04 05:53:26.801360256,Tea,Nakuru,211,102.7,34.8,5.3
2016-11-05 06:25:59.831966368,Tea,Eldoret,785,126.65,15.6,193.2
2016-11-06 06:58:32.862572512,Tea,Embu,897,51.68,24.2,76.9
2016-11-07 07:31:05.893178624,Rice,Nakuru,873,54.12,31.5,57.6
2016-11-08 08:03:38.923784736,Beans,Nakuru,616,99.05,34.8,77.9
2016-11-09 08:36:11.954390880,Sugarcane,Eldoret,461,93.23,31.9,183.5
2016-11-10 09:08:44.984996992,Beans,Meru,530,144.22,25.6,15.0
2016-11-11 09:41:18.015603104,Coffee,Kisii,475,129.14,27.1,119.6
2016-11-12 10:13:51.046209216,Rice,Nairobi,754,75.59,16.2,38.1
2016-11-13 10:46:24.076815360,Wheat,Nakuru,839,82.89,18.5,100.4
2016-11-14 11:18:57.107421472,Tea,Mombasa,115,118.07,18.3,36.7
2016-11-15 11:51:30.138027584,Coffee,Mombasa,799,115.78,21.1,193.7
2016-11-16 12:24:03.168633728,Tea,Eldoret,958,117.22,26.4,90.1
2016-11-17 12:56:36.199239840,Sugarcane,Kisii,776,112.43,34.3,186.2
2016-11-18 13:29:09.229845952,Maize,Nairobi,897,64.53,26.1,180.8
2016-11-19 14:01:42.260452064,Sorghum,Embu,253,65.4,18.3,88.9
2016-11-20 14:34:15.291058208,Beans,Mombasa,514,129.41,30.9,14.6
2016-11-21 15:06:48.321664320,Wheat,Meru,214,114.39,16.7,113.9
2016-11-22 15:39:21.352270432,Sugarcane,Nairobi,280,95.61,24.7,98.9
2016-11-23 16:11:54.382876576,Coffee,Eldoret,516,141.48,18.9,29.3
2016-11-24 16:44:27.413482688,Beans,Eldoret,704,112.84,27.1,156.9
2016-11-25 17:17:00.444088800,Sorghum,Eldoret,806,98.73,17.9,84.0
2016-11-26 17:49:33.474694912,Wheat,Mombasa,172,99.96,16.9,29.6
2016-11-27 18:22:06.505301056,Coffee,Kisii,707,99.76,19.7,91.3
2016-11-28 18:54:39.535907168,Coffee,Muranga,504,110.93,16.7,94.9
2016-11-29 19:27:12.566513280,Rice,Kisii,832,52.2,27.9,111.1
2016-11-30 19:59:45.597119424,Sugarcane,Meru,487,116.85,27.2,178.7
2016-12-01 20:32:18.627725536,Beans,Mombasa,680,55.02,32.0,32.4
2016-12-02 21:04:51.658331648,Wheat,Eldoret,106,85.44,28.2,34.4
2016-12-03 21:37:24.688937760,Tea,Embu,113,97.51,33.3,82.7
2016-12-04 22:09:57.719543904,Sorghum,Muranga,494,149.8,28.3,16.1
2016-12-05 22:42:30.750150016,Maize,Kisii,374,109.18,28.2,98.2
2016-12-06 23:15:03.780756128,Maize,Nakuru,988,64.3,29.0,55.5
2016-12-07 23:47:36.811362272,Rice,Mombasa,180,86.65,25.2,76.0
2016-12-09 00:20:09.841968384,Sugarcane,Muranga,474,127.04,20.1,24.6
2016-12-10 00:52:42.872574496,Wheat,Muranga,253,102.27,23.4,89.3
2016-12-11 01:25:15.903180608,Maize,Eldoret,189,73.51,18.9,179.4
2016-12-12 01:57:48.933786752,Maize,Nakuru,402,67.48,32.1,129.1
2016-12-13 02:30:21.964392864,Coffee,Meru,355,110.9,24.0,182.4
2016-12-14 03:02:54.994998976,Rice,Eldoret,861,109.57,27.8,147.4
2016-12-15 03:35:28.025605120,Beans,Kisii,597,132.43,18.0,76.3
2016-12-16 04:08:01.056211232,Maize,Embu,285,115.43,15.5,65.5
2016-12-17 04:40:34.086817344,Maize,Embu,333,52.05,22.6,42.0
2016-12-18 05:13:07.117423456,Maize,Kisii,762,127.67,19.5,35.8
2016-12-19 05:45:40.148029600,Sugarcane,Meru,216,72.68,21.2,183.3
2016-12-20 06:18:13.178635712,Sugarcane,Embu,851,137.66,22.5,195.8
2016-12-21 06:50:46.209241824,Sugarcane,Mombasa,344,103.68,20.7,164.7
2016-12-22 07:23:19.239847968,Rice,Meru,367,114.4,22.8,147.2
2016-12-23 07:55:52.270454080,Sugarcane,Eldoret,985,115.21,17.8,82.1
2016-12-24 08:28:25.301060192,Wheat,Nakuru,509,96.52,22.2,72.2
2016-12-25 09:00:58.331666304,Beans,Kisii,491,85.7,34.4,22.6
2016-12-26 09:33:31.362272448,Coffee,Nairobi,187,126.39,21.4,10.7
2016-12-27 10:06:04.392878560,Rice,Embu,285,97.05,32.5,142.9
2016-12-28 10:38:37.423484672,Wheat,Nakuru,308,74.81,19.5,5.2
2016-12-29 11:11:10.454090816,Sorghum,Muranga,573,110.99,18.2,95.7
2016-12-30 11:43:43.484696928,Maize,Embu,511,125.13,16.5,155.8
2016-12-31 12:16:16.515303040,Sorghum,Meru,487,132.05,28.3,147.3
2017-01-01 12:48:49.545909184,Rice,Embu,999,128.03,34.0,101.3
2017-01-02 13:21:22.576515296,Wheat,Muranga,490,144.33,24.1,141.2
2017-01-03 13:53:55.607121408,Rice,Nairobi,895,141.89,17.7,62.2
2017-01-04 14:26:28.637727520,Sorghum,Mombasa,879,137.65,26.2,143.0
2017-01-05 14:59:01.668333664,Sugarcane,Nakuru,226,106.31,30.9,136.5
2017-01-06 15:31:34.698939776,Coffee,Eldoret,302,60.17,20.1,55.3
2017-01-07 16:04:07.729545888,Tea,Mombasa,493,120.49,31.0,179.8
2017-01-08 16:36:40.760152032,Tea,Nairobi,344,131.67,26.5,141.9
2017-01-09 17:09:13.790758144,Sorghum,Nakuru,117,132.06,34.1,105.3
2017-01-10 17:41:46.821364256,Coffee,Nairobi,787,124.65,31.8,15.7
2017-01-11 18:14:19.851970368,Coffee,Muranga,309,123.18,32.6,14.1
2017-01-12 18:46:52.882576512,Tea,Embu,639,59.44,26.6,191.0
2017-01-13 19:19:25.913182624,Maize,Kisii,329,116.98,19.2,126.1
2017-01-14 19:51:58.943788736,Sugarcane,Kisii,945,83.37,31.2,148.0
2017-01-15 20:24:31.974394880,Beans,Embu,191,73.52,16.3,6.4
2017-01-16 20:57:05.005000992,Beans,Embu,593,110.92,21.7,96.1
2017-01-17 21:29:38.035607104,Sugarcane,Meru,790,89.95,28.8,175.6
2017-01-18 22:02:11.066213216,Wheat,Embu,832,67.7,26.8,128.5
2017-01-19 22:34:44.096819360,Maize,Mombasa,337,83.35,17.3,76.1
2017-01-20 23:07:17.127425472,Sugarcane,Mombasa,247,112.08,26.5,188.4
2017-01-21 23:39:50.158031584,Wheat,Embu,558,76.58,16.4,183.1
2017-01-23 00:12:23.188637728,Tea,Muranga,191,123.95,24.0,14.3
2017-01-24 00:44:56.219243840,Maize,Mombasa,645,64.3,18.4,14.3
2017-01-25 01:17:29.249849952,Sugarcane,Meru,764,128.95,30.4,14.0
2017-01-26 01:50:02.280456064,Maize,Eldoret,920,140.28,20.7,134.5
2017-01-27 02:22:35.311062208,Sorghum,Embu,538,130.02,30.3,135.9
2017-01-28 02:55:08.341668320,Tea,Meru,931,101.21,31.4,124.1
2017-01-29 03:27:41.372274432,Maize,Nairobi,671,80.34,31.6,36.3
2017-01-30 04:00:14.402880576,Beans,Embu,626,54.61,30.2,47.5
2017-01-31 04:32:47.433486688,Wheat,Eldoret,354,84.59,26.6,121.7
2017-02-01 05:05:20.464092800,Beans,Nakuru,455,139.18,31.6,115.7
2017-02-02 05:37:53.494698912,Rice,Nakuru,783,51.94,33.3,142.7
2017-02-03 06:10:26.525305056,Rice,Mombasa,870,66.26,20.4,155.1
2017-02-04 06:42:59.555911168,Sorghum,Muranga,847,69.85,21.7,146.6
2017-02-05 07:15:32.586517280,Wheat,Embu,757,145.07,34.9,117.7
2017-02-06 07:48:05.617123424,Rice,Nakuru,377,121.9,17.8,118.0
2017-02-07 08:20:38.647729536,Sorghum,Embu,939,140.86,32.3,66.3
2017-02-08 08:53:11.678335648,Maize,Nakuru,409,113.14,30.0,167.5
2017-02-09 09:25:44.708941760,Rice,Embu,617,61.13,22.6,23.2
2017-02-10 09:58:17.739547904,Sugarcane,Mombasa,250,97.87,23.8,31.0
2017-02-11 10:30:50.770154016,Wheat,Kisii,590,87.35,24.1,194.8
2017-02-12 11:03:23.800760128,Sugarcane,Eldoret,707,100.15,29.8,184.6
2017-02-13 11:35:56.831366272,Coffee,Kisii,254,84.89,34.6,60.8
2017-02-14 12:08:29.861972384,Rice,Nairobi,560,62.86,23.3,163.3
2017-02-15 12:41:02.892578496,Coffee,Nairobi,321,102.56,30.1,186.2
2017-02-16 13:13:35.923184608,Sugarcane,Nairobi,583,64.07,28.5,84.7
2017-02-17 13:46:08.953790752,Sugarcane,Nairobi,889,143.25,25.8,104.2
2017-02-18 14:18:41.984396864,Sugarcane,Mombasa,591,129.83,17.8,27.1
2017-02-19 14:51:15.015002976,Coffee,Meru,463,59.95,18.1,94.4
2017-02-20 15:23:48.045609120,Maize,Eldoret,833,99.1,25.6,178.5
2017-02-21 15:56:21.076215232,Beans,Nairobi,779,139.79,30.4,174.8
2017-02-22 16:28:54.106821344,Wheat,Eldoret,497,140.55,20.4,29.6
2017-02-23 17:01:27.137427456,Tea,Meru,459,116.2,34.4,170.6
2017-02-24 17:34:00.168033600,Maize,Mombasa,446,80.02,33.1,37.2
2017-02-25 18:06:33.198639712,Sorghum,Nairobi,724,58.4,29.0,144.3
2017-02-26 18:39:06.229245824,Beans,Eldoret,432,112.07,21.2,26.5
2017-02-27 19:11:39.259851968,Tea,Muranga,599,63.88,19.9,44.0
2017-02-28 19:44:12.290458080,Sorghum,Embu,633,67.54,23.7,52.7
2017-03-01 20:16:45.321064192,Beans,Nairobi,807,58.43,21.4,3.9
2017-03-02 20:49:18.351670336,Tea,Nairobi,413,96.71,20.7,157.4
2017-03-03 21:21:51.382276448,Maize,Mombasa,626,142.07,25.0,177.6
2017-03-04 21:54:24.412882560,Sorghum,Kisii,286,68.31,32.6,107.4
