Date,Crop_Type,Region,Market_Price_Per_Tonne_USD
2021-06-07,Sorghum,Kiambu,50.03
2015-12-29,Beans,Muranga,98.54
2021-09-09,Sorghum,Kiambu,46.57
2021-03-15,Cabbage,Kericho,159.82
2020-12-28,Sorghum,Nakuru,83.0
2023-03-25,Tea,Muranga,155.0
2023-12-26,Coffee,Uasin Gishu,132.77
2017-09-11,Sorghum,Meru,89.35
2023-04-29,Beans,Kiambu,54.2
2019-06-28,Tomatoes,Nakuru,68.46
2017-04-07,Tea,Kisii,120.77
2022-06-23,Tomatoes,Nairobi,139.59
2023-05-10,Sugarcane,Kisii,157.53
2015-12-22,Sugarcane,Nairobi,55.86
2023-05-14,Beans,Nandi,58.71
2018-09-09,Sugarcane,Uasin Gishu,45.09
2023-10-10,Potatoes,Nandi,71.24
2023-01-14,Cabbage,Kiambu,138.53
2020-02-07,Tea,Kiambu,63.79
2015-05-07,Tomatoes,Nairobi,105.74
2023-09-13,Beans,Muranga,93.57
2023-05-15,Potatoes,Nakuru,79.1
2016-08-26,Beans,Kericho,114.2
2020-04-12,Potatoes,Embu,100.28
2017-10-10,Sugarcane,Kiambu,80.17
2015-02-20,Sugarcane,Nandi,122.66
2023-06-28,Sorghum,Nandi,73.6
2022-09-27,Wheat,Kisii,117.18
2018-12-01,Beans,Uasin Gishu,154.87
2019-11-28,Sorghum,Nairobi,127.47
2022-11-01,Tea,Embu,90.21
2019-06-25,Sorghum,Nairobi,129.71
2019-07-04,Maize,Kiambu,137.11
2021-10-03,Sugarcane,Meru,79.1
2018-04-20,Maize,Embu,124.62
2023-04-19,Beans,Kisii,92.13
2022-11-12,Tomatoes,Nandi,138.22
2023-05-31,Tomatoes,Kisii,75.45
2020-01-29,Tea,Kiambu,152.53
2016-07-20,Sorghum,Meru,108.97
2021-08-15,Tomatoes,Kericho,82.4
2017-07-24,Potatoes,Embu,90.32
2020-04-18,Potatoes,Nairobi,81.74
2022-06-01,Tea,Embu,57.55
2023-04-05,Cabbage,Nandi,48.22
2018-08-25,Sugarcane,Nairobi,78.61
2023-10-14,Sorghum,Kericho,95.04
2015-07-21,Beans,Kericho,83.42
2021-06-18,Coffee,Uasin Gishu,41.67
2015-04-27,Coffee,Nairobi,109.48
2017-07-25,Coffee,Nakuru,57.38
2016-07-28,Tomatoes,Meru,65.32
2021-04-10,Cabbage,Nakuru,54.49
2016-06-20,Cabbage,Kericho,102.45
2019-06-14,Sorghum,Nairobi,51.42
2020-10-23,Sorghum,Uasin Gishu,70.76
2016-01-21,Cabbage,Embu,94.21
2023-12-26,Tea,Embu,60.13
2016-04-19,Sorghum,Embu,93.55
2016-02-22,Tea,Uasin Gishu,81.13
2021-07-22,Maize,Kiambu,143.27
2022-05-11,Potatoes,Nairobi,135.39
2017-07-27,Sugarcane,Nakuru,159.14
2017-08-12,Sorghum,Meru,103.47
2017-05-25,Cabbage,Kericho,109.05
2017-02-01,Potatoes,Meru,153.6
2018-04-17,Potatoes,Kericho,87.95
2018-04-20,Wheat,Nairobi,106.68
2016-10-25,Cabbage,Nairobi,85.49
2015-01-25,Sugarcane,Kisii,105.5
2020-06-13,Cabbage,Nakuru,49.69
2018-04-18,Sorghum,Nandi,134.06
2016-12-10,Beans,Kericho,158.23
2020-02-23,Maize,Muranga,47.89
2018-03-30,Tea,Nandi,136.12
2021-02-02,Beans,Embu,69.01
2015-10-12,Maize,Meru,63.71
2015-03-04,Beans,Nairobi,123.2
2017-09-29,Tea,Muranga,45.3
2016-10-23,Tomatoes,Kericho,95.59
2022-06-06,Cabbage,Kiambu,40.17
2021-01-12,Beans,Kericho,106.53
2019-02-01,Sorghum,Meru,95.45
2023-07-18,Sugarcane,Kericho,149.86
2017-08-24,Coffee,Kericho,126.43
2017-04-28,Sorghum,Uasin Gishu,55.12
2018-01-12,Tea,Nakuru,82.54
2016-11-19,Sugarcane,Nandi,151.79
2015-05-28,Sorghum,Kiambu,127.04
2015-12-08,Potatoes,Nairobi,111.31
2021-11-28,Cabbage,Kericho,107.09
2017-12-22,Sugarcane,Kiambu,87.77
2019-09-21,Potatoes,Kisii,110.22
2018-10-15,Sorghum,Kericho,132.6
2022-02-21,Maize,Uasin Gishu,55.3
2015-11-23,Wheat,Uasin Gishu,156.38
2019-11-28,Maize,Muranga,68.72
2019-10-26,Cabbage,Embu,93.73
2023-10-18,Sugarcane,Meru,42.73
2017-09-16,Sugarcane,Nandi,106.04
2021-03-12,Cabbage,Kisii,85.82
2021-10-18,Potatoes,Meru,69.97
2017-08-09,Wheat,Meru,158.26
2016-12-23,Sorghum,Muranga,91.38
2020-09-10,Tea,Uasin Gishu,89.72
2022-06-10,Maize,Nakuru,95.57
2021-05-21,Maize,Kiambu,53.94
2016-03-04,Coffee,Nairobi,87.17
2019-02-09,Wheat,Nakuru,80.37
2015-10-13,Tea,Nakuru,95.81
2023-10-21,Maize,Embu,142.79
2023-06-18,Tea,Embu,63.13
2020-08-27,Sorghum,Nakuru,112.93
2017-02-07,Sugarcane,Uasin Gishu,44.52
2022-03-22,Tea,Meru,78.02
2018-10-26,Maize,Kiambu,96.72
2023-11-21,Potatoes,Meru,48.91
2023-05-16,Wheat,Meru,105.28
2015-07-13,Cabbage,Meru,77.24
2021-12-24,Beans,Kiambu,159.14
2017-09-14,Tomatoes,Kiambu,115.72
2018-02-10,Tomatoes,Muranga,69.3
2020-12-01,Beans,Nandi,52.32
2019-08-29,Tea,Nakuru,44.89
2017-08-04,Wheat,Kericho,50.89
2017-04-10,Tea,Muranga,121.61
2020-04-04,Cabbage,Muranga,142.6
2023-02-20,Wheat,Nairobi,58.81
2015-02-24,Beans,Kericho,88.26
2017-03-10,Tea,Embu,82.51
2017-02-16,Coffee,Nairobi,117.34
2019-01-21,Maize,Embu,61.92
2020-03-16,Potatoes,Nandi,154.4
2021-01-18,Sugarcane,Kisii,127.43
2020-11-04,Potatoes,Embu,154.61
2015-02-24,Cabbage,Meru,73.28
2019-12-29,Tea,Embu,110.53
2018-04-16,Sorghum,Kericho,127.87
2023-06-07,Wheat,Kiambu,125.31
2017-04-12,Tea,Kericho,42.56
2015-11-09,Wheat,Nandi,159.79
2022-09-07,Sugarcane,Muranga,151.37
2020-02-02,Coffee,Meru,54.37
2020-06-30,Potatoes,Kisii,105.23
2020-06-29,Maize,Nandi,77.75
2021-10-26,Sugarcane,Muranga,145.47
2019-11-26,Sugarcane,Uasin Gishu,123.7
2015-11-24,Potatoes,Kericho,66.82
2023-07-23,Sugarcane,Nandi,44.06
2022-09-09,Sorghum,Kericho,75.01
2022-03-11,Sorghum,Kisii,44.58
2023-07-20,Tomatoes,Muranga,56.96
2023-05-13,Tomatoes,Kericho,116.34
2018-07-11,Sorghum,Kiambu,129.41
2020-11-13,Beans,Embu,96.16
2018-01-16,Coffee,Nairobi,112.03
2023-08-16,Wheat,Kisii,58.71
2018-08-04,Coffee,Nairobi,78.02
2023-09-27,Cabbage,Nakuru,125.55
2022-11-01,Sugarcane,Embu,83.79
2021-12-13,Maize,Kisii,81.86
2016-03-27,Sugarcane,Nandi,63.28
2019-03-04,Coffee,Kiambu,111.38
2015-06-14,Sorghum,Nandi,137.14
2015-07-01,Potatoes,Uasin Gishu,96.33
2021-11-21,Cabbage,Nakuru,53.86
2017-06-28,Sorghum,Kiambu,140.6
2022-08-14,Coffee,Kericho,48.57
2017-04-02,Potatoes,Kericho,96.61
2017-08-01,Maize,Meru,71.33
2020-06-24,Coffee,Kericho,152.36
2020-08-16,Wheat,Muranga,128.51
2015-11-26,Tea,Nakuru,107.97
2017-02-13,Potatoes,Muranga,120.13
2021-01-07,Coffee,Embu,103.93
2023-08-23,Sorghum,Meru,57.71
2015-05-27,Wheat,Meru,125.09
2017-07-03,Beans,Kericho,99.12
2019-04-21,Potatoes,Kiambu,116.12
2018-08-01,Wheat,Embu,45.42
2022-07-10,Sorghum,Uasin Gishu,57.04
2015-03-23,Coffee,Nakuru,110.72
2016-05-28,Sugarcane,Nakuru,95.13
2020-04-04,Maize,Kisii,67.22
2022-11-02,Sugarcane,Nandi,68.89
2022-07-19,Tea,Kericho,115.8
2020-04-23,Wheat,Kisii,47.08
2017-01-15,Tea,Uasin Gishu,92.11
2023-05-29,Maize,Meru,102.77
2018-11-10,Wheat,Nairobi,76.98
2016-12-07,Tomatoes,Uasin Gishu,138.47
2016-04-15,Sorghum,Uasin Gishu,46.81
2023-09-26,Wheat,Kiambu,143.89
2016-01-31,Sorghum,Kiambu,126.79
2019-04-05,Sugarcane,Kiambu,93.55
2021-04-27,Cabbage,Kiambu,150.94
2017-03-15,Potatoes,Nandi,124.27
2017-07-22,Cabbage,Kericho,151.73
2018-07-03,Coffee,Nakuru,96.71
2019-10-24,Potatoes,Kericho,94.36
2017-06-23,Potatoes,Kericho,103.69
2017-12-12,Beans,Nakuru,47.85
2023-03-07,Potatoes,Kiambu,149.02
2020-03-05,Maize,Kericho,120.13
2019-03-04,Cabbage,Nandi,114.11
2022-12-11,Sugarcane,Kiambu,151.18
2018-10-19,Sorghum,Nandi,159.24
2018-07-27,Coffee,Kisii,59.61
2016-08-15,Potatoes,Kericho,129.88
2022-07-24,Coffee,Muranga,109.59
2023-11-04,Sugarcane,Nandi,95.32
2022-05-03,Coffee,Kisii,157.31
2020-10-07,Sugarcane,Embu,142.03
2015-05-08,Potatoes,Embu,123.61
2017-01-05,Sugarcane,Kisii,85.92
2022-07-31,Potatoes,Meru,119.92
2023-09-22,Beans,Meru,103.8
2023-12-25,Beans,Kiambu,69.92
2022-01-17,Sugarcane,Meru,94.05
2016-06-04,Beans,Embu,65.47
2022-02-12,Sorghum,Meru,100.05
2015-08-25,Sorghum,Muranga,126.43
2018-07-28,Beans,Embu,44.4
2023-12-17,Beans,Nandi,131.85
2019-11-17,Tomatoes,Uasin Gishu,42.4
2018-07-25,Tomatoes,Meru,102.07
2021-12-16,Potatoes,Meru,108.82
2020-08-13,Sugarcane,Kericho,131.35
2022-06-06,Tea,Nakuru,131.32
2016-03-17,Tea,Muranga,90.09
2020-09-07,Beans,Embu,47.96
2023-09-16,Coffee,Embu,123.22
2022-04-11,Beans,Nairobi,101.32
2017-03-15,Tomatoes,Nakuru,79.97
2015-03-16,Potatoes,Meru,68.18
2022-11-25,Beans,Kisii,54.37
2023-10-23,Cabbage,Kericho,75.42
2020-12-15,Coffee,Nandi,95.02
2020-09-20,Cabbage,Kericho,97.31
2018-10-11,Potatoes,Meru,109.93
2015-02-10,Potatoes,Nairobi,83.5
2023-03-01,Sorghum,Uasin Gishu,150.39
2020-09-12,Wheat,Embu,99.5
2023-06-16,Cabbage,Nandi,90.85
2019-08-28,Sorghum,Nakuru,45.78
2023-10-30,Tomatoes,Meru,111.88
2023-05-04,Maize,Muranga,112.34
2018-11-02,Coffee,Kisii,109.99
2016-08-10,Maize,Kericho,146.51
2019-06-11,Sugarcane,Nairobi,131.55
2015-12-08,Tomatoes,Uasin Gishu,144.09
2020-09-05,Tomatoes,Kiambu,47.13
2016-10-07,Maize,Kisii,78.18
2016-12-31,Cabbage,Meru,78.25
2015-06-17,Wheat,Uasin Gishu,118.85
2016-09-01,Cabbage,Kisii,93.83
2021-05-04,Maize,Kisii,133.3
2019-11-08,Sugarcane,Embu,86.13
2020-08-02,Cabbage,Kisii,66.59
2022-11-08,Tea,Muranga,74.91
2016-03-30,Cabbage,Uasin Gishu,61.9
2023-02-01,Potatoes,Meru,63.75
2019-09-05,Sorghum,Meru,66.02
2023-02-17,Coffee,Muranga,41.93
2023-04-17,Cabbage,Nakuru,125.93
2016-12-02,Wheat,Uasin Gishu,87.95
2022-05-05,Wheat,Kisii,42.72
2019-05-19,Cabbage,Nairobi,84.4
2015-05-10,Beans,Nandi,148.64
2023-05-26,Tomatoes,Uasin Gishu,101.35
2020-01-20,Cabbage,Kiambu,158.41
2018-10-18,Tomatoes,Nairobi,104.8
2022-11-06,Tea,Muranga,155.54
2016-11-23,Maize,Kisii,64.22
2018-10-26,Tea,Nakuru,74.79
2017-03-04,Cabbage,Kiambu,124.0
2015-01-29,Wheat,Nakuru,158.42
2015-05-29,Beans,Nakuru,139.04
2018-08-12,Sugarcane,Kericho,106.44
2020-08-20,Tomatoes,Embu,50.22
2022-06-16,Sorghum,Kiambu,83.73
2018-02-10,Tomatoes,Nandi,50.37
2015-07-06,Potatoes,Embu,77.35
2022-10-25,Coffee,Kiambu,71.06
2022-08-23,Cabbage,Nakuru,86.63
2018-06-04,Tea,Embu,140.47
2018-08-26,Sorghum,Kiambu,58.05
2015-04-08,Wheat,Nandi,76.73
2015-02-24,Wheat,Nairobi,71.33
2022-04-24,Wheat,Uasin Gishu,75.54
2022-06-04,Sugarcane,Kisii,83.27
2017-01-27,Potatoes,Kiambu,69.32
2016-02-10,Wheat,Nandi,153.11
2020-10-17,Wheat,Uasin Gishu,90.41
2018-08-05,Cabbage,Embu,53.69
2019-11-21,Potatoes,Kiambu,96.12
2017-01-20,Beans,Kiambu,62.13
2023-10-25,Beans,Muranga,65.94
2019-10-29,Potatoes,Kiambu,74.2
2023-03-25,Coffee,Kisii,54.97
2015-12-31,Sugarcane,Muranga,126.53
2020-07-19,Sorghum,Uasin Gishu,135.03
2016-04-26,Tomatoes,Embu,87.31
2021-02-26,Cabbage,Embu,122.68
2015-06-03,Maize,Meru,86.67
2019-03-05,Beans,Meru,59.69
2020-10-21,Potatoes,Uasin Gishu,87.66
2022-07-23,Sorghum,Kericho,106.84
2021-06-01,Potatoes,Nandi,44.92
2017-11-06,Tomatoes,Kericho,118.54
2019-07-23,Sorghum,Nandi,129.11
2018-05-25,Beans,Muranga,143.2
2015-03-02,Wheat,Uasin Gishu,52.33
2017-07-27,Potatoes,Nandi,40.01
2019-06-28,Maize,Meru,48.79
2020-09-20,Beans,Meru,150.89
2015-01-25,Tea,Nakuru,131.87
2017-11-28,Maize,Nandi,140.25
2015-05-11,Coffee,Uasin Gishu,102.04
2018-06-06,Sugarcane,Nairobi,103.21
2015-04-18,Beans,Muranga,75.82
2015-06-21,Wheat,Kiambu,141.13
2018-12-29,Beans,Kiambu,139.57
2015-04-12,Tomatoes,Nandi,87.06
2022-12-23,Sorghum,Kericho,79.51
2022-01-15,Potatoes,Muranga,128.6
2021-05-11,Sorghum,Embu,43.14
2019-06-25,Sorghum,Kisii,143.19
2023-07-13,Beans,Kiambu,93.55
2022-11-04,Tomatoes,Meru,92.96
2023-03-24,Potatoes,Muranga,120.29
2017-11-06,Potatoes,Kericho,117.49
2015-11-26,Sorghum,Uasin Gishu,71.92
2019-03-01,Coffee,Kericho,153.19
2015-01-12,Sugarcane,Muranga,158.36
2018-09-03,Tomatoes,Embu,103.12
2015-08-04,Coffee,Kiambu,107.37
2015-12-05,Cabbage,Meru,106.52
2019-12-05,Cabbage,Nairobi,98.29
2022-06-01,Maize,Uasin Gishu,153.42
2023-08-19,Sorghum,Meru,69.37
2019-10-17,Potatoes,Embu,52.95
2019-02-17,Beans,Kisii,151.55
2021-08-18,Potatoes,Embu,65.56
2023-04-12,Potatoes,Embu,129.9
2016-12-10,Wheat,Kiambu,64.46
2018-05-08,Potatoes,Muranga,155.22
2021-11-18,Maize,Muranga,134.93
2018-01-17,Coffee,Meru,150.25
2018-07-15,Cabbage,Kisii,154.12
2016-05-03,Potatoes,Kisii,50.13
2019-04-11,Potatoes,Kericho,92.01
2015-02-16,Wheat,Nairobi,117.77
2017-02-16,Tomatoes,Embu,136.29
2017-11-05,Beans,Nairobi,68.98
2016-12-11,Tomatoes,Nakuru,149.75
2016-02-05,Beans,Nandi,66.52
2019-12-23,Sugarcane,Embu,143.94
2023-04-17,Potatoes,Nairobi,101.53
2023-08-24,Wheat,Kiambu,101.85
2015-09-07,Tea,Nandi,84.88
2016-01-26,Sorghum,Kisii,52.42
2015-12-01,Cabbage,Embu,81.65
2016-09-20,Coffee,Embu,91.21
2015-05-17,Cabbage,Kisii,97.48
2023-01-09,Coffee,Kericho,128.69
2022-06-28,Sugarcane,Kiambu,82.25
2019-03-02,Tomatoes,Embu,88.79
2017-04-06,Maize,Nairobi,148.73
2016-12-27,Potatoes,Embu,130.31
2019-02-09,Tea,Nandi,42.74
2022-03-26,Coffee,Embu,137.45
2017-09-16,Sorghum,Nairobi,158.79
2021-08-16,Coffee,Uasin Gishu,152.77
2017-07-23,Maize,Nandi,140.31
2023-05-01,Cabbage,Meru,115.5
2016-02-06,Wheat,Meru,73.38
2019-01-06,Cabbage,Nandi,118.53
2016-09-06,Sugarcane,Kiambu,123.47
2018-07-20,Wheat,Uasin Gishu,73.79
2018-03-28,Cabbage,Nandi,70.64
2023-10-29,Sorghum,Nairobi,87.63
2023-05-01,Cabbage,Nakuru,116.94
2022-04-21,Sorghum,Muranga,75.17
2021-02-13,Sorghum,Embu,106.68
2018-01-26,Wheat,Kericho,147.91
2015-05-11,Tomatoes,Uasin Gishu,75.41
2022-10-23,Beans,Nairobi,155.92
2018-04-09,Potatoes,Kericho,96.8
2023-03-03,Coffee,Meru,52.11
2023-04-22,Beans,Nandi,46.6
2015-07-02,Maize,Uasin Gishu,80.64
2023-04-19,Tomatoes,Kisii,71.05
2015-12-30,Beans,Embu,141.25
2015-02-08,Wheat,Muranga,128.52
2021-12-19,Maize,Meru,146.15
2018-10-04,Tea,Nandi,110.71
2023-04-18,Tomatoes,Embu,92.25
2017-07-09,Beans,Meru,72.47
2022-08-01,Maize,Kisii,109.97
2023-11-07,Tea,Kericho,114.16
2015-01-16,Cabbage,Muranga,87.15
2016-05-07,Maize,Muranga,152.39
2018-12-20,Wheat,Embu,116.79
2018-02-05,Cabbage,Nairobi,140.5
2023-01-20,Wheat,Embu,114.45
2015-11-07,Beans,Meru,77.98
2017-01-08,Potatoes,Nairobi,128.39
2023-11-16,Beans,Muranga,67.63
2016-06-29,Cabbage,Nakuru,111.59
2021-09-27,Sorghum,Muranga,88.28
2015-09-08,Beans,Embu,57.99
2017-01-28,Cabbage,Meru,89.59
2019-12-10,Maize,Nairobi,77.23
2023-10-18,Sugarcane,Nandi,53.47
2018-07-21,Beans,Nairobi,138.86
2019-06-20,Maize,Kisii,99.83
2020-03-29,Wheat,Kiambu,81.56
2023-07-08,Tomatoes,Kiambu,100.6
2017-03-24,Potatoes,Uasin Gishu,130.55
2015-01-29,Wheat,Kericho,42.2
2017-08-15,Wheat,Uasin Gishu,105.61
2020-07-25,Cabbage,Uasin Gishu,97.5
2016-04-21,Sorghum,Nairobi,147.17
2015-11-14,Coffee,Meru,106.72
2015-09-02,Sugarcane,Uasin Gishu,56.48
2017-01-17,Sorghum,Embu,86.64
2016-11-27,Cabbage,Nairobi,114.53
2015-09-29,Potatoes,Meru,45.51
2019-11-07,Sugarcane,Kiambu,146.16
2018-06-16,Sugarcane,Nakuru,48.13
2021-08-21,Cabbage,Embu,43.67
2015-09-23,Tea,Nandi,40.24
2023-02-21,Wheat,Kericho,122.05
2017-07-09,Tomatoes,Nandi,94.71
2015-12-06,Tea,Meru,52.34
2016-01-24,Cabbage,Kisii,142.75
2022-03-09,Tea,Meru,64.33
2020-08-12,Tomatoes,Nakuru,79.16
2018-03-11,Cabbage,Kiambu,61.33
2016-01-11,Cabbage,Muranga,151.21
2020-07-26,Sugarcane,Meru,130.97
2021-06-29,Tea,Kiambu,126.87
2015-05-26,Maize,Nandi,45.28
2020-06-04,Beans,Meru,102.72
2015-10-20,Cabbage,Meru,109.05
2016-03-07,Tea,Uasin Gishu,85.9
2016-12-05,Coffee,Nandi,78.61
2023-03-16,Potatoes,Kericho,142.23
2020-06-21,Coffee,Kericho,42.76
2022-03-17,Tea,Embu,115.04
2016-02-03,Wheat,Kisii,87.31
2022-11-04,Wheat,Muranga,119.91
2017-08-21,Tea,Meru,63.75
2023-10-17,Sugarcane,Meru,68.64
2021-02-12,Sugarcane,Embu,110.42
2020-08-03,Cabbage,Kisii,157.59
2020-01-03,Tomatoes,Nandi,156.96
2020-10-09,Beans,Meru,69.88
2017-07-27,Cabbage,Kiambu,52.28
2016-12-10,Coffee,Nairobi,110.84
2017-03-17,Beans,Kisii,90.4
2019-01-03,Coffee,Meru,131.4
2018-08-18,Sugarcane,Kisii,103.36
2015-01-11,Tea,Kericho,101.27
2017-12-21,Tomatoes,Muranga,117.58
2020-02-12,Coffee,Meru,55.17
2021-03-23,Sugarcane,Muranga,121.26
2023-10-30,Tomatoes,Nakuru,98.62
2022-02-24,Cabbage,Nairobi,138.42
2017-02-10,Tea,Embu,56.64
2019-05-14,Potatoes,Muranga,76.09
2019-05-27,Wheat,Meru,154.03
2018-08-26,Sorghum,Uasin Gishu,106.37
2017-06-03,Tomatoes,Embu,151.52
2018-10-21,Potatoes,Embu,122.68
2023-09-14,Potatoes,Nandi,151.17
2015-08-14,Tomatoes,Muranga,78.14
2017-04-04,Potatoes,Uasin Gishu,50.86
2021-03-15,Coffee,Muranga,136.27
2017-07-25,Potatoes,Nandi,136.54
2022-09-01,Sugarcane,Nairobi,114.26
2021-12-28,Beans,Meru,109.55
2021-04-25,Coffee,Kericho,149.79
2020-03-26,Potatoes,Kericho,61.18
2019-12-02,Cabbage,Muranga,113.98
2015-02-23,Wheat,Nandi,45.97
2023-07-16,Tea,Kisii,56.9
2016-12-27,Potatoes,Meru,92.47
2022-06-29,Maize,Muranga,138.54
2019-03-25,Wheat,Kisii,127.98
2023-09-06,Cabbage,Meru,156.89
2017-11-09,Sugarcane,Kisii,45.38
2020-03-28,Potatoes,Embu,85.76
2019-11-12,Sugarcane,Muranga,59.05
2019-05-16,Potatoes,Nandi,44.44
2020-03-29,Sorghum,Meru,71.73
2021-10-02,Beans,Kericho,69.34
2022-06-30,Sugarcane,Muranga,90.4
2017-04-29,Beans,Meru,56.81
2020-10-10,Wheat,Meru,98.63
2023-10-22,Sorghum,Kisii,150.41
2021-03-13,Tea,Kisii,129.78
2015-01-03,Coffee,Uasin Gishu,141.06
2015-06-09,Beans,Muranga,136.57
2017-02-19,Sorghum,Nakuru,86.76
2023-09-27,Beans,Kiambu,125.08
2017-06-11,Tomatoes,Nakuru,130.51
2020-07-23,Cabbage,Meru,64.68
2023-08-27,Tea,Uasin Gishu,143.23
2021-07-04,Cabbage,Meru,94.93
2016-08-02,Potatoes,Nakuru,41.96
2020-04-17,Beans,Meru,117.21
2018-10-12,Potatoes,Kisii,121.21
2018-07-14,Maize,Muranga,106.21
2019-06-29,Beans,Kericho,65.49
2017-08-09,Sorghum,Nakuru,97.87
2022-05-06,Tea,Kiambu,88.02
2017-09-14,Potatoes,Kiambu,156.96
2018-05-03,Beans,Kisii,138.96
2017-07-09,Maize,Muranga,131.43
2022-08-17,Cabbage,Nairobi,61.73
2018-09-17,Sorghum,Nairobi,79.72
2015-06-19,Tomatoes,Nandi,85.57
2016-06-04,Beans,Nandi,99.12
2019-01-26,Tomatoes,Nakuru,43.63
2015-02-09,Wheat,Kisii,111.16
2019-04-10,Tea,Kisii,82.94
2018-11-19,Beans,Meru,107.4
2017-08-12,Sugarcane,Kiambu,41.08
2017-09-10,Maize,Kiambu,78.57
2023-10-01,Potatoes,Kiambu,132.24
2017-09-01,Sugarcane,Uasin Gishu,100.13
2015-02-07,Wheat,Muranga,134.67
2021-07-03,Tea,Embu,123.88
2018-06-28,Cabbage,Meru,142.59
2018-04-14,Sorghum,Nairobi,40.89
2019-06-14,Tomatoes,Kisii,71.36
2017-07-02,Wheat,Nairobi,105.86
2016-03-29,Potatoes,Uasin Gishu,152.92
2015-02-06,Sorghum,Nairobi,121.57
2019-09-08,Cabbage,Kiambu,94.79
2023-04-09,Potatoes,Kericho,55.62
2017-03-06,Maize,Meru,99.19
2017-08-30,Tomatoes,Kericho,92.93
2016-08-15,Sugarcane,Nandi,133.41
2018-02-11,Beans,Kericho,89.6
2023-07-09,Wheat,Embu,78.26
2018-08-17,Beans,Kisii,50.77
2021-03-21,Sorghum,Uasin Gishu,45.58
2015-11-14,Beans,Kisii,92.7
2021-07-24,Sugarcane,Embu,81.62
2020-12-02,Coffee,Kisii,106.64
2022-07-08,Sorghum,Kericho,125.43
2018-09-08,Tomatoes,Muranga,44.8
2019-05-11,Potatoes,Kisii,99.55
2023-07-09,Tomatoes,Nandi,143.44
2020-03-04,Beans,Meru,94.62
2020-09-18,Tea,Meru,102.55
2020-06-19,Sorghum,Nairobi,98.42
2019-11-08,Potatoes,Nakuru,86.78
2018-08-05,Cabbage,Kericho,53.21
2018-07-09,Maize,Kiambu,55.16
2015-08-04,Tomatoes,Embu,61.49
2023-10-24,Tomatoes,Uasin Gishu,135.11
2021-07-11,Sorghum,Kericho,73.04
2023-11-14,Tea,Meru,153.77
2020-11-09,Beans,Nairobi,137.22
2021-07-28,Beans,Kisii,122.14
2022-03-03,Sorghum,Kiambu,126.45
2022-11-03,Tomatoes,Kiambu,45.72
2019-09-01,Potatoes,Nakuru,108.21
2022-09-29,Maize,Muranga,152.93
2015-12-29,Sorghum,Nakuru,44.69
2022-02-17,Potatoes,Kisii,74.92
2019-09-13,Potatoes,Kericho,46.18
2018-04-08,Cabbage,Nandi,108.37
2015-12-22,Sugarcane,Embu,53.94
2015-07-10,Coffee,Kiambu,97.51
2021-10-05,Maize,Uasin Gishu,126.39
2016-11-30,Wheat,Kericho,59.73
2020-08-16,Tea,Uasin Gishu,130.64
2020-12-20,Coffee,Nairobi,47.22
2016-07-10,Cabbage,Uasin Gishu,57.95
2017-04-05,Maize,Kiambu,73.61
2022-09-09,Beans,Kiambu,135.53
2017-11-20,Coffee,Kiambu,142.02
2022-01-26,Beans,Kericho,66.45
2016-03-01,Tea,Kericho,51.49
2022-06-12,Beans,Embu,141.75
2021-08-07,Tea,Meru,117.92
2019-04-24,Maize,Muranga,58.94
2020-10-30,Tomatoes,Kisii,106.93
2021-07-31,Tea,Kisii,144.68
2016-08-11,Potatoes,Nairobi,48.34
2020-07-05,Wheat,Nakuru,50.05
2019-03-28,Wheat,Embu,72.83
2015-10-22,Sorghum,Meru,118.27
2020-06-08,Wheat,Nandi,61.36
2018-06-01,Sorghum,Nairobi,137.96
2019-03-29,Wheat,Kericho,130.05
2023-07-15,Tea,Meru,107.32
2019-08-18,Potatoes,Kiambu,53.93
2018-02-10,Tomatoes,Kericho,158.59
2018-06-10,Beans,Nakuru,98.8
2020-08-26,Cabbage,Nakuru,94.25
2015-12-26,Wheat,Kisii,159.47
2022-12-23,Tomatoes,Muranga,143.66
2016-11-30,Tomatoes,Muranga,94.76
2016-03-23,Tea,Nandi,90.26
2022-12-13,Maize,Kericho,51.51
2021-08-09,Maize,Kericho,151.18
2016-11-05,Wheat,Nakuru,141.25
2017-10-04,Cabbage,Kiambu,77.2
2018-09-11,Wheat,Kiambu,130.4
2021-11-19,Wheat,Uasin Gishu,131.53
2021-09-27,Sorghum,Kiambu,67.35
2016-08-08,Potatoes,Meru,113.64
2018-06-10,Potatoes,Muranga,70.6
2018-06-01,Cabbage,Kiambu,134.79
2017-09-20,Sorghum,Embu,58.46
2018-12-06,Tomatoes,Kericho,120.27
2016-07-25,Sorghum,Kiambu,79.12
2021-07-10,Wheat,Uasin Gishu,44.34
2018-05-30,Maize,Nandi,54.84
2020-09-15,Coffee,Nandi,118.59
2017-09-15,Cabbage,Nakuru,68.79
2015-10-05,Tomatoes,Kiambu,115.72
2018-05-04,Tea,Kericho,89.78
2023-02-11,Coffee,Kericho,123.13
2020-03-02,Coffee,Muranga,99.15
2016-04-28,Sorghum,Nandi,77.03
2018-06-19,Beans,Nakuru,57.5
2016-12-31,Coffee,Kiambu,80.93
2021-02-17,Wheat,Nandi,116.19
2017-11-06,Sugarcane,Nandi,128.86
2022-01-15,Maize,Kericho,59.24
2017-07-06,Maize,Kiambu,119.71
2021-09-14,Sugarcane,Nairobi,61.51
